manufacturer,model,engineType,category,equipment,item,criteria,measurementRecord,minValue,maxValue,製造メーカー,機種,エンジン型式,部位,装置,確認箇所,判断基準,測定等記録
堀川工機,MC300,日産,エンジン,オルタネーター,ベルトの点検（張り（テンション）、損傷）,テンションの弛み、擦れ痕、ヒビ,mm,20,30,堀川工機,MC300,日産,エンジン,オルタネーター,ベルトの点検（張り（テンション）、損傷）,テンションの弛み、擦れ痕、ヒビ,mm
