manufacturer,model,engineType,category,equipment,item,criteria,measurementRecord,minValue,maxValue,製造メーカー,機種,エンジン型式,部位,装置,確認箇所,判断基準,測定等記録
堀川工機,MC300,日産,制動装置,制輪子,摩耗,厚さ測定,,25,60,堀川工機,MC300,日産,制動装置,制輪子,摩耗,厚さ測定,
