製造メーカー,機種,エンジン型式,部位,装置,確認箇所,判断基準,確認要領,測定等記録,図形記録,manufacturer,model,engineType,category,equipment,item,criteria,measurementRecord,minValue,maxValue
堀川工機,MC300,日産,制動装置,ブレーキシリンダー,ブレーキシリンダー,ストローク測定,,mm,,堀川工機,MC300,日産,制動装置,ブレーキシリンダー,ブレーキシリンダー,ストローク測定,mm,60,90
